"Year","Month","Hour_of_Day","Minute_of_Hour","Global_active_power (Mean)","Sub_metering_1 (Mean)","Sub_metering_2 (Mean)","Sub_metering_3 (Mean)","Sub_metering_other (Mean)"
2007,4,12,19,0.88,1.412,1.897,5.246,6.106
2007,4,12,20,0.871,1.379,1.863,5.346,5.923
2007,4,12,21,0.869,1.412,1.863,5.279,5.928
2007,4,12,22,0.864,1.379,1.93,5.279,5.814
2007,4,12,23,0.877,1.412,1.897,5.246,6.063
2007,4,12,24,0.88,1.412,1.43,5.313,6.509
2007,4,12,25,0.795,0.812,0.763,5.246,6.426
2007,4,12,26,0.73,0.179,0.663,5.313,6.006
2007,4,12,27,0.729,0.112,0.663,5.079,6.291
2007,4,12,28,0.716,0.112,0.63,4.713,6.479
2007,4,12,29,0.774,1.079,0.73,4.713,6.374
2007,4,12,30,0.762,1.412,0.73,4.679,5.875
2007,4,12,31,0.763,1.446,0.697,4.713,5.866
2007,4,12,32,0.761,1.412,0.663,4.746,5.87
2007,4,12,33,0.75,1.446,0.697,4.713,5.646
2007,4,12,34,0.749,1.379,0.697,4.746,5.659
2007,4,12,35,0.744,1.446,0.597,4.679,5.683
2007,4,12,36,0.742,1.379,0.563,4.613,5.819
2007,4,12,37,0.72,1.446,0.497,4.113,5.944
2007,4,12,38,0.718,1.379,0.53,4.146,5.916
2007,4,12,39,0.718,1.446,0.563,4.113,5.845
2007,4,12,40,0.718,1.379,0.497,4.179,5.919
2007,4,12,41,0.707,1.379,0.497,4.146,5.768
2007,4,12,42,0.64,0.146,0.463,4.113,5.954
2007,4,12,43,0.654,0.146,0.497,4.313,5.948
2007,4,12,44,0.703,0.712,0.463,4.779,5.77
2007,4,12,45,0.734,1.379,0.53,4.713,5.613
2007,4,12,46,0.793,1.246,0.43,4.746,6.8
2007,4,12,47,0.74,0.146,0.463,4.713,7.016
2007,4,12,48,0.742,0.146,0.397,4.779,7.053
2007,4,12,49,0.737,0.146,0.497,4.746,6.897
2007,4,12,50,0.7,0.379,0.397,4.679,6.206
2007,4,12,51,0.779,1.379,0.363,4.779,6.465
2007,4,12,52,0.677,0.512,0.397,4.746,5.627
2007,4,12,53,0.651,0.112,0.297,4.713,5.734
2007,4,12,54,0.683,0.112,0.263,5.146,5.865
2007,4,12,55,0.658,0.112,0.397,4.946,5.518
2007,4,12,56,0.649,0.112,0.263,4.779,5.66
2007,4,12,57,0.678,0.112,0.363,4.746,6.08
2007,4,12,58,0.677,0.112,0.263,4.513,6.39
2007,4,12,59,0.7,0.112,0.263,4.146,7.145
2007,4,13,0,0.638,0.112,0.363,4.179,5.98
2007,4,13,1,0.641,0.112,0.397,4.179,5.999
2007,4,13,2,0.657,0.112,0.297,4.213,6.322
2007,4,13,3,0.671,0.146,0.43,4.179,6.431
2007,4,13,4,0.701,0.112,0.297,4.146,7.128
2007,4,13,5,0.755,0.146,0.33,4.179,7.931
2007,4,13,6,0.743,0.112,0.33,4.179,7.755
2007,4,13,7,0.716,0.146,0.43,4.179,7.172
2007,4,13,8,0.647,0.112,0.297,3.679,6.699
2007,4,13,9,0.597,0.146,0.297,3.579,5.926
2007,4,13,10,0.594,0.112,0.33,3.613,5.854
2007,4,13,11,0.582,0.112,0.263,3.013,6.313
2007,4,13,12,0.643,0.112,0.263,3.013,7.321
2007,4,13,13,0.625,0.112,0.297,2.979,7.035
2007,4,13,14,0.575,0.179,0.263,3.013,6.136
2007,4,13,15,0.568,0.146,0.33,2.946,6.038
2007,4,13,16,0.602,0.146,0.397,3.013,6.482
2007,4,13,17,0.557,0.146,0.297,2.979,5.855
2007,4,13,18,0.586,0.179,0.363,2.979,6.253
2007,4,13,19,0.569,0.146,0.33,3.013,5.993
2007,4,13,20,0.59,0.146,0.33,2.979,6.379
2007,4,13,21,0.558,0.146,0.363,2.946,5.84
2007,4,13,22,0.541,0.179,0.297,3.046,5.488
2007,4,13,23,0.572,0.146,0.197,2.946,6.242
2007,4,13,24,0.557,0.146,0.23,3.013,5.904
2007,4,13,25,0.545,0.279,0.197,3.013,5.594
2007,4,13,26,0.607,1.379,0.297,3.013,5.436
2007,4,13,27,0.648,1.379,0.197,3.046,6.183
2007,4,13,28,0.622,1.379,0.297,2.946,5.753
2007,4,13,29,0.614,1.379,0.297,3.013,5.538
2007,4,13,30,0.648,1.379,0.297,2.979,6.147
2007,4,13,31,0.617,1.346,0.297,2.979,5.66
2007,4,13,32,0.611,1.379,0.33,2.979,5.497
2007,4,13,33,0.598,1.346,0.263,2.946,5.417
2007,4,13,34,0.584,1.379,0.263,3.046,5.043
2007,4,13,35,0.561,1.046,0.197,2.946,5.17
2007,4,13,36,0.574,1.079,0.23,3.046,5.214
2007,4,13,37,0.517,0.412,0.23,2.979,4.993
2007,4,13,38,0.509,0.146,0.263,2.979,5.09
2007,4,13,39,0.514,0.179,0.23,3.013,5.144
2007,4,13,40,0.586,0.746,0.23,3.479,5.312
2007,4,13,41,0.63,1.412,0.23,3.613,5.243
2007,4,13,42,0.638,1.412,0.23,3.613,5.387
2007,4,13,43,0.647,1.412,0.263,3.613,5.492
2007,4,13,44,0.681,1.479,0.263,3.579,6.029
2007,4,13,45,0.736,1.412,0.263,3.613,6.975
2007,4,13,46,0.725,1.412,0.23,3.613,6.826
2007,4,13,47,0.679,1.412,0.23,3.613,6.06
2007,4,13,48,0.667,1.412,0.197,3.613,5.896
2007,4,13,49,0.645,1.379,0.297,3.613,5.47
2007,4,13,50,0.582,0.279,0.197,3.579,5.645
2007,4,13,51,0.585,0.246,0.23,3.646,5.624
2007,4,13,52,0.575,0.212,0.297,3.579,5.496
2007,4,13,53,0.599,0.212,0.263,3.613,5.904
2007,4,13,54,0.583,0.279,0.33,3.613,5.491
2007,4,13,55,0.613,0.179,0.23,3.579,6.23
2007,4,13,56,0.577,0.179,0.263,3.646,5.534
2007,4,13,57,0.58,0.212,0.297,3.613,5.54
2007,4,13,58,0.619,0.279,0.263,4.146,5.634
2007,4,13,59,0.718,1.446,0.33,4.213,5.98
2007,4,14,0,0.684,1.446,0.297,4.179,5.486
2007,4,14,1,0.605,0.412,0.33,4.246,5.09
2007,4,14,2,0.662,1.279,0.297,4.213,5.253
2007,4,14,3,0.679,1.479,0.33,4.213,5.3
2007,4,14,4,0.759,2.646,0.263,4.179,5.564
2007,4,14,5,0.745,2.646,0.33,4.179,5.26
2007,4,14,6,0.745,2.646,0.33,4.213,5.237
2007,4,14,7,0.745,2.679,0.397,4.213,5.136
2007,4,14,8,0.745,2.612,0.397,4.146,5.257
2007,4,14,9,0.744,2.612,0.33,4.213,5.243
2007,4,14,10,0.799,3.579,0.397,4.213,5.136
2007,4,14,11,0.708,2.279,0.463,4.146,4.919
2007,4,14,12,0.726,2.079,0.463,4.213,5.354
2007,4,14,13,0.781,1.912,1.597,4.213,5.294
2007,4,14,14,0.716,1.479,0.963,4.213,5.283
2007,4,14,15,0.712,1.412,0.463,4.613,5.383
2007,4,14,16,0.755,1.412,0.363,4.846,5.962
2007,4,14,17,0.757,1.412,0.963,4.746,5.499
2007,4,14,18,0.768,1.446,1.397,4.746,5.216
2007,4,14,19,0.745,1.379,0.363,4.779,5.9
2007,4,14,20,0.769,1.412,0.563,4.746,6.102
2007,4,14,21,0.75,1.412,0.53,4.746,5.807
2007,4,14,22,0.676,0.512,0.563,4.813,5.378
2007,4,14,23,0.693,0.146,0.53,4.813,6.069
2007,4,14,24,0.64,0.108,0.52,4.497,5.538
2007,4,14,25,0.632,0.108,0.42,4.597,5.402
2007,4,14,26,0.644,0.175,0.42,4.564,5.571
2007,4,14,27,0.651,0.108,0.353,4.497,5.888
2007,4,14,28,0.698,0.108,0.487,4.531,6.514
2007,4,14,29,0.673,0.108,0.453,4.597,6.051
2007,4,14,30,0.681,0.141,0.487,4.564,6.15
2007,4,14,31,0.685,0.108,0.52,4.531,6.252
2007,4,14,32,0.664,0.108,0.387,4.564,6.012
2007,4,14,33,0.658,0.108,0.42,4.597,5.834
2007,4,14,34,0.65,0.141,0.487,4.564,5.64
2007,4,14,35,0.653,0.075,0.487,4.597,5.72
2007,4,14,36,0.659,0.108,0.453,4.597,5.82
2007,4,14,37,0.656,0.141,0.353,4.531,5.916
2007,4,14,38,0.657,0.108,0.553,4.564,5.717
2007,4,14,39,0.673,0.108,0.453,4.564,6.084
2007,4,14,40,0.636,0.141,0.52,4.297,5.639
2007,4,14,41,0.619,0.108,0.487,3.997,5.717
2007,4,14,42,0.611,0.108,0.553,3.931,5.598
2007,4,14,43,0.635,0.508,0.52,3.964,5.592
2007,4,14,44,0.687,1.475,0.52,3.964,5.498
2007,4,14,45,0.707,1.441,0.487,3.997,5.852
2007,4,14,46,0.746,2.141,0.553,3.964,5.77
2007,4,14,47,0.78,2.641,0.62,3.964,5.773
2007,4,14,48,0.78,2.675,0.72,3.931,5.682
2007,4,14,49,0.769,2.641,0.753,3.964,5.458
2007,4,14,50,0.756,2.708,0.52,3.931,5.447
2007,4,14,51,0.722,2.641,0.553,3.364,5.473
2007,4,14,52,0.712,2.675,0.52,3.364,5.314
2007,4,14,53,0.714,2.675,0.52,3.431,5.277
2007,4,14,54,0.714,2.641,0.62,3.397,5.237
2007,4,14,55,0.712,2.675,0.62,3.397,5.173
2007,4,14,56,0.717,2.675,0.72,3.397,5.158
2007,4,14,57,0.72,2.641,0.62,3.364,5.368
2007,4,14,58,0.712,2.675,0.72,3.364,5.104
2007,4,14,59,0.655,1.808,0.687,3.431,4.985
2007,4,15,0,0.668,1.408,0.62,3.431,5.669
2007,4,15,1,0.661,1.408,0.72,3.431,5.46
2007,4,15,2,0.58,0.441,0.72,3.464,5.049
2007,4,15,3,0.569,0.175,0.653,3.364,5.284
2007,4,15,4,0.606,0.675,0.82,3.397,5.211
2007,4,15,5,0.706,2.541,0.653,3.397,5.173
2007,4,15,6,0.714,2.575,0.82,3.464,5.034
2007,4,15,7,0.745,2.575,0.753,3.997,5.087
2007,4,15,8,0.745,2.575,0.687,3.964,5.188
2007,4,15,9,0.746,2.575,0.853,3.897,5.109
2007,4,15,10,0.741,2.575,0.72,3.964,5.099
2007,4,15,11,0.7,2.008,0.72,3.964,4.972
2007,4,15,12,0.66,1.341,0.62,3.964,5.075
2007,4,15,13,0.718,2.075,0.587,3.897,5.413
2007,4,15,14,0.758,2.575,0.687,3.964,5.404
2007,4,15,15,0.74,2.541,0.653,3.897,5.238
2007,4,15,16,0.73,2.408,0.653,3.931,5.182
2007,4,15,17,0.611,0.941,0.653,3.331,5.253
2007,4,15,18,0.61,0.175,0.62,3.397,5.981
2007,4,15,19,0.656,0.575,0.62,3.397,6.334
2007,4,15,20,0.691,1.375,0.687,3.297,6.154
2007,4,15,21,0.675,1.408,0.587,2.964,6.298
2007,4,15,22,0.655,1.408,0.553,2.797,6.151
2007,4,15,23,0.586,0.175,0.553,2.764,6.27
2007,4,15,24,0.603,0.141,0.653,2.964,6.291
2007,4,15,25,0.665,0.808,0.653,3.397,6.217
2007,4,15,26,0.658,0.941,0.62,3.364,6.035
2007,4,15,27,0.611,0.108,0.52,3.364,6.193
2007,4,15,28,0.607,0.141,0.587,3.297,6.088
2007,4,15,29,0.589,0.141,0.52,3.364,5.79
2007,4,15,30,0.639,0.641,0.62,3.364,6.023
2007,4,15,31,0.674,1.441,0.52,3.364,5.903
2007,4,15,32,0.676,1.441,0.587,3.364,5.866
2007,4,15,33,0.673,1.375,0.487,3.331,6.02
2007,4,15,34,0.669,1.441,0.553,3.364,5.791
2007,4,15,35,0.663,1.408,0.553,3.331,5.754
2007,4,15,36,0.647,1.408,0.553,3.164,5.663
2007,4,15,37,0.627,1.408,0.453,2.764,5.818
2007,4,15,38,0.628,1.441,0.487,2.797,5.744
2007,4,15,39,0.629,1.375,0.52,2.797,5.791
2007,4,15,40,0.631,1.441,0.453,2.797,5.819
2007,4,15,41,0.636,1.441,0.487,2.797,5.877
2007,4,15,42,0.634,1.408,0.453,2.797,5.912
2007,4,15,43,0.629,1.408,0.487,2.831,5.761
2007,4,15,44,0.609,1.408,0.387,2.831,5.527
2007,4,15,45,0.591,1.375,0.42,2.797,5.259
2007,4,15,46,0.597,1.441,0.453,2.764,5.298
2007,4,15,47,0.603,1.408,0.42,2.831,5.399
2007,4,15,48,0.582,1.375,0.42,2.797,5.104
2007,4,15,49,0.609,1.408,0.42,2.831,5.485
2007,4,15,50,0.584,1.408,0.387,2.764,5.182
2007,4,15,51,0.571,1.141,0.387,2.831,5.162
2007,4,15,52,0.555,0.141,0.32,2.764,6.024
2007,4,15,53,0.554,0.141,0.387,2.797,5.914
2007,4,15,54,0.512,0.175,0.353,2.797,5.214
2007,4,15,55,0.508,0.108,0.353,2.731,5.278
2007,4,15,56,0.532,0.108,0.287,3.264,5.215
2007,4,15,57,0.542,0.108,0.287,3.364,5.274
2007,4,15,58,0.531,0.141,0.22,3.331,5.154
2007,4,15,59,0.588,0.108,1.12,3.364,5.208
2007,4,16,0,0.616,0.241,1.453,3.397,5.173
2007,4,16,1,0.682,1.408,1.453,3.297,5.202
2007,4,16,2,0.696,1.441,1.387,3.364,5.409
2007,4,16,3,0.709,1.375,1.487,3.397,5.56
2007,4,16,4,0.733,1.408,1.453,3.964,5.388
2007,4,16,5,0.736,1.375,1.42,3.931,5.541
2007,4,16,6,0.699,0.675,1.453,3.931,5.591
2007,4,16,7,0.679,0.141,1.487,3.997,5.694
2007,4,16,8,0.703,1.341,0.687,3.931,5.754
2007,4,16,9,0.681,1.375,0.287,3.964,5.718
2007,4,16,10,0.737,1.341,1.253,3.931,5.764
2007,4,16,11,0.673,1.308,0.287,4.031,5.594
2007,4,16,12,0.61,0.141,0.187,3.864,5.972
2007,4,16,13,0.652,0.775,0.287,4.031,5.779
2007,4,16,14,0.675,1.375,0.22,3.864,5.798
2007,4,16,15,0.671,1.408,0.287,3.997,5.495
2007,4,16,16,0.607,0.341,0.287,3.964,5.524
2007,4,16,17,0.597,0.141,0.22,3.931,5.66
2007,4,16,18,0.614,0.308,0.22,3.964,5.738
2007,4,16,19,0.668,1.375,0.253,3.964,5.541
2007,4,16,20,0.621,1.375,0.253,3.364,5.355
2007,4,16,21,0.594,1.141,0.22,3.364,5.172
2007,4,16,22,0.59,0.741,0.287,3.364,5.439
2007,4,16,23,0.678,1.941,0.22,3.331,5.807
2007,4,16,24,0.711,2.675,0.22,3.364,5.587
2007,4,16,25,0.698,2.608,0.32,3.197,5.512
2007,4,16,26,0.68,2.641,0.353,2.797,5.537
2007,4,16,27,0.689,2.675,0.387,2.797,5.621
2007,4,16,28,0.695,2.641,0.42,2.731,5.787
2007,4,16,29,0.62,1.741,0.387,2.764,5.442
2007,4,16,30,0.593,1.341,0.487,2.764,5.284
2007,4,16,31,0.588,1.375,0.187,2.764,5.477
2007,4,16,32,0.592,1.341,0.22,2.731,5.573
2007,4,16,33,0.577,1.375,0.187,2.664,5.387
2007,4,16,34,0.556,1.308,0.253,2.197,5.515
2007,4,16,35,0.557,1.375,0.22,2.164,5.52
2007,4,16,36,0.481,0.175,0.287,2.197,5.353
2007,4,16,37,0.472,0.075,0.253,2.231,5.302
2007,4,16,38,0.469,0.108,0.253,2.164,5.289
2007,4,16,39,0.465,0.075,0.32,2.197,5.153
2007,4,16,40,0.473,0.141,0.287,2.231,5.217
2007,4,16,41,0.478,0.075,0.387,2.164,5.338
2007,4,16,42,0.517,0.108,0.353,2.831,5.322
2007,4,16,43,0.509,0.075,0.32,2.797,5.289
2007,4,16,44,0.504,0.075,0.253,2.797,5.277
2007,4,16,45,0.48,0.075,0.32,2.431,5.168
2007,4,16,46,0.473,0.075,0.32,2.231,5.258
2007,4,16,47,0.472,0.075,0.287,2.164,5.338
2007,4,16,48,0.463,0.075,0.287,2.197,5.161
2007,4,16,49,0.469,0.075,0.22,2.164,5.359
2007,4,16,50,0.465,0.075,0.253,2.197,5.224
2007,4,16,51,0.47,0.075,0.287,2.231,5.248
2007,4,16,52,0.474,0.075,0.287,2.164,5.375
2007,4,16,53,0.494,0.075,0.287,2.364,5.51
2007,4,16,54,0.517,0.075,0.187,2.731,5.617
2007,4,16,55,0.521,0.075,0.22,2.797,5.588
2007,4,16,56,0.522,0.075,0.22,2.797,5.61
2007,4,16,57,0.52,0.075,0.287,2.831,5.473
2007,4,16,58,0.512,0.075,0.32,2.764,5.379
2007,4,16,59,0.521,0.075,0.353,3.131,5.132
2007,4,17,0,0.511,0.075,0.287,2.997,5.162
2007,4,17,1,0.499,0.075,0.32,2.764,5.158
2007,4,17,2,0.493,0.075,0.353,2.797,4.994
2007,4,17,3,0.555,0.108,1.42,2.797,4.929
2007,4,17,4,0.587,0.408,1.52,2.797,5.066
2007,4,17,5,0.636,1.308,1.62,2.731,4.938
2007,4,17,6,0.645,1.275,1.553,2.797,5.127
2007,4,17,7,0.662,1.308,1.553,2.764,5.41
2007,4,17,8,0.671,1.275,1.653,2.797,5.457
2007,4,17,9,0.68,1.308,1.587,2.797,5.641
2007,4,17,10,0.676,1.275,1.553,2.764,5.669
2007,4,17,11,0.669,1.275,1.553,2.797,5.522
2007,4,17,12,0.698,1.275,1.553,3.397,5.407
2007,4,17,13,0.705,1.275,1.587,3.397,5.49
2007,4,17,14,0.704,1.308,1.62,3.397,5.415
2007,4,17,15,0.649,0.475,1.487,3.297,5.563
2007,4,17,16,0.625,0.108,1.487,3.364,5.465
2007,4,17,17,0.647,0.108,1.587,3.397,5.691
2007,4,17,18,0.739,0.341,1.587,3.331,7.051
2007,4,17,19,0.792,1.308,1.52,3.364,7.015
2007,4,17,20,0.708,1.241,1.687,3.397,5.468
2007,4,17,21,0.621,0.375,1.62,2.764,5.595
2007,4,17,22,0.673,1.308,1.653,2.831,5.417
2007,4,17,23,0.709,1.608,1.553,3.031,5.627
2007,4,17,24,0.796,2.441,1.62,3.664,5.541
2007,4,17,25,0.764,2.441,1.32,3.931,5.045
2007,4,17,26,0.735,2.508,0.453,3.931,5.358
2007,4,17,27,0.739,2.475,0.587,3.931,5.317
2007,4,17,28,0.741,2.475,0.553,3.931,5.391
2007,4,17,29,0.753,2.508,0.487,3.897,5.665
2007,4,17,30,0.788,2.508,0.553,3.931,6.143
2007,4,17,31,0.744,1.908,0.52,3.931,6.035
2007,4,17,32,0.704,1.341,0.453,3.931,6.015
2007,4,17,33,0.677,1.308,0.487,3.831,5.663
2007,4,17,34,0.678,1.341,0.453,3.964,5.544
2007,4,17,35,0.671,1.341,0.453,3.897,5.492
2007,4,17,36,0.671,1.341,0.52,3.931,5.387
2007,4,17,37,0.693,1.308,0.453,3.864,5.92
2007,4,17,38,0.724,1.341,0.453,3.931,6.348
2007,4,17,39,0.671,1.341,0.62,3.464,5.761
2007,4,17,40,0.668,1.308,0.487,3.664,5.671
2007,4,17,41,0.612,0.275,0.553,3.897,5.477
2007,4,17,42,0.607,0.108,0.587,3.831,5.59
2007,4,17,43,0.603,0.108,0.553,3.964,5.424
2007,4,17,44,0.66,0.975,0.687,3.897,5.448
2007,4,17,45,0.671,1.308,0.52,3.864,5.489
2007,4,17,46,0.678,1.341,0.52,3.797,5.635
2007,4,17,47,0.677,1.341,0.52,3.931,5.491
2007,4,17,48,0.674,1.341,0.587,3.864,5.448
2007,4,17,49,0.655,0.808,0.653,3.931,5.521
2007,4,17,50,0.616,0.108,0.62,3.831,5.7
2007,4,17,51,0.612,0.108,0.553,3.864,5.673
2007,4,17,52,0.659,0.941,0.52,3.897,5.627
2007,4,17,53,0.684,1.308,0.587,3.864,5.64
2007,4,17,54,0.687,1.341,0.52,3.897,5.687
2007,4,17,55,0.683,1.175,0.62,3.864,5.717
2007,4,17,56,0.621,0.108,0.553,3.864,5.83
2007,4,17,57,0.614,0.108,0.587,3.897,5.649
2007,4,17,58,0.616,0.108,0.587,3.964,5.608
2007,4,17,59,0.757,1.208,1.62,3.831,5.96
2007,4,18,0,0.774,1.308,1.82,3.897,5.882
2007,4,18,1,0.781,1.341,1.887,3.931,5.859
2007,4,18,2,0.717,0.308,1.887,3.864,5.883
2007,4,18,3,0.708,0.108,1.987,3.931,5.772
2007,4,18,4,0.699,0.108,1.987,3.897,5.664
2007,4,18,5,0.697,0.108,1.987,3.864,5.658
2007,4,18,6,0.682,0.108,1.92,3.931,5.413
2007,4,18,7,0.707,0.175,1.987,3.831,5.784
2007,4,18,8,0.763,1.341,2.12,3.897,5.363
2007,4,18,9,0.735,1.341,1.82,3.831,5.261
2007,4,18,10,0.65,0.975,0.687,3.864,5.313
2007,4,18,11,0.661,0.108,1.72,3.897,5.292
2007,4,18,12,0.606,0.108,0.587,3.897,5.504
2007,4,18,13,0.628,0.141,0.753,3.864,5.708
2007,4,18,14,0.688,1.341,0.787,3.864,5.481
2007,4,18,15,0.679,1.308,0.753,3.897,5.362
2007,4,18,16,0.654,1.008,0.787,3.864,5.241
2007,4,18,17,0.608,0.108,0.62,3.897,5.502
2007,4,18,18,0.619,0.108,0.753,3.864,5.584
2007,4,18,19,0.684,0.108,1.587,4.131,5.571
2007,4,18,20,0.785,1.308,1.92,4.464,5.395
2007,4,18,21,0.769,1.308,1.653,4.497,5.365
2007,4,18,22,0.781,1.075,1.92,4.431,5.588
2007,4,18,23,0.742,0.541,1.587,4.464,5.779
2007,4,18,24,0.859,1.375,2.753,4.464,5.732
2007,4,18,25,0.889,1.441,3.12,4.497,5.762
2007,4,18,26,0.96,2.608,3.253,4.464,5.673
2007,4,18,27,0.974,2.575,3.453,4.464,5.734
2007,4,18,28,0.95,2.108,3.32,4.397,6.007
2007,4,18,29,0.943,1.441,3.287,4.897,6.089
2007,4,18,30,0.97,2.708,3.153,4.497,5.809
2007,4,18,31,1.024,2.841,3.087,4.531,6.615
2007,4,18,32,1.081,3.908,3.02,4.464,6.625
2007,4,18,33,1.037,3.908,2.453,4.431,6.492
2007,4,18,34,1.006,4.341,1.753,4.464,6.211
2007,4,18,35,1.004,3.808,1.787,4.531,6.61
2007,4,18,36,1.032,3.808,1.82,4.464,7.104
2007,4,18,37,1.03,3.808,1.753,4.464,7.134
2007,4,18,38,1.093,3.775,2.72,4.497,7.229
2007,4,18,39,1.123,3.808,3.053,4.964,6.893
2007,4,18,40,1.091,3.208,2.687,5.097,7.192
2007,4,18,41,1.045,2.675,3.02,5.064,6.658
2007,4,18,42,0.988,1.941,2.787,5.564,6.18
2007,4,18,43,1.069,1.508,4.587,5.331,6.393
2007,4,18,44,1.145,1.408,5.453,5.397,6.825
2007,4,18,45,1.164,1.375,5.453,5.631,6.946
2007,4,18,46,1.15,0.841,5.22,5.664,7.441
2007,4,18,47,1.168,1.175,4.753,5.631,7.907
2007,4,18,48,1.253,2.441,5.387,5.531,7.518
2007,4,18,49,1.334,2.741,5.353,5.864,8.27
2007,4,18,50,1.35,2.941,5.32,6.131,8.114
2007,4,18,51,1.257,2.575,4.053,6.197,8.125
2007,4,18,52,1.233,1.975,3.353,6.664,8.554
2007,4,18,53,1.229,2.308,2.887,6.697,8.585
2007,4,18,54,1.239,2.908,2.153,6.764,8.831
2007,4,18,55,1.268,2.875,2.787,6.731,8.745
2007,4,18,56,1.181,2.541,2.82,6.731,7.59
2007,4,18,57,1.171,2.508,2.887,6.731,7.39
2007,4,18,58,1.177,2.275,2.553,6.697,8.099
2007,4,18,59,1.213,2.475,2.32,6.731,8.683
2007,4,19,0,1.313,3.075,2.82,6.797,9.188
2007,4,19,1,1.329,3.441,2.82,6.697,9.189
2007,4,19,2,1.244,2.875,2.42,6.764,8.679
2007,4,19,3,1.189,2.041,2.52,6.397,8.861
2007,4,19,4,1.165,1.641,2.887,6.264,8.622
2007,4,19,5,1.236,2.575,2.853,6.031,9.14
2007,4,19,6,1.246,3.341,2.087,6.231,9.103
2007,4,19,7,1.281,3.441,2.687,6.097,9.124
2007,4,19,8,1.292,2.575,2.887,6.197,9.869
2007,4,19,9,1.251,1.775,2.653,6.097,10.332
2007,4,19,10,1.304,2.141,1.953,6.231,11.4
2007,4,19,11,1.286,1.375,2.42,6.097,11.548
2007,4,19,12,1.313,2.175,2.253,6.197,11.26
2007,4,19,13,1.314,2.608,1.82,6.131,11.338
2007,4,19,14,1.375,2.575,2.353,5.997,11.997
2007,4,19,15,1.334,1.575,2.287,5.564,12.814
2007,4,19,16,1.348,0.941,3.187,5.531,12.801
2007,4,19,17,1.502,2.141,3.487,5.697,13.7
2007,4,19,18,1.549,3.508,3.087,6.064,13.162
2007,4,19,19,1.573,3.808,3.787,6.097,12.532
2007,4,19,20,1.59,4.808,3.72,6.131,11.835
2007,4,19,21,1.534,4.641,3.587,6.097,11.243
2007,4,19,22,1.447,3.541,3.987,6.164,10.423
2007,4,19,23,1.352,2.575,3.62,6.031,10.301
2007,4,19,24,1.449,2.575,4.787,6.064,10.724
2007,4,19,25,1.445,3.275,4.587,6.064,10.159
2007,4,19,26,1.51,4.441,4.52,6.097,10.114
2007,4,19,27,1.421,4.175,3.32,6.064,10.126
2007,4,19,28,1.337,1.708,3.987,6.164,10.425
2007,4,19,29,1.24,0.175,3.82,6.064,10.602
2007,4,19,30,1.215,0.975,3.253,5.897,10.12
2007,4,19,31,1.356,2.775,2.887,5.497,11.438
2007,4,19,32,1.515,3.808,3.287,5.497,12.661
2007,4,19,33,1.474,4.241,3.587,5.597,11.141
2007,4,19,34,1.427,2.275,4.653,5.497,11.365
2007,4,19,35,1.244,0.808,3.92,5.531,10.475
2007,4,19,36,1.35,1.608,3.82,5.597,11.474
2007,4,19,37,1.35,2.608,2.62,5.464,11.814
2007,4,19,38,1.402,3.641,3.687,4.964,11.072
2007,4,19,39,1.356,4.008,2.62,4.997,10.98
2007,4,19,40,1.337,2.608,3.953,4.964,10.763
2007,4,19,41,1.14,1.375,2.587,5.031,10.004
2007,4,19,42,1.113,1.875,1.92,4.964,9.798
2007,4,19,43,1.227,2.208,1.753,5.064,11.417
2007,4,19,44,1.29,2.141,1.92,4.964,12.471
2007,4,19,45,1.365,2.575,1.82,5.031,13.327
2007,4,19,46,1.194,1.408,1.987,4.997,11.51
2007,4,19,47,1.094,0.208,1.853,5.031,11.142
2007,4,19,48,1.161,0.741,1.92,4.964,11.729
2007,4,19,49,1.073,1.341,0.82,4.464,11.257
2007,4,19,50,1.036,1.975,0.453,4.464,10.371
2007,4,19,51,1.085,2.541,0.587,4.364,10.597
2007,4,19,52,1.003,1.608,0.587,4.431,10.099
2007,4,19,53,0.962,1.341,0.52,4.497,9.678
2007,4,19,54,1.115,1.341,1.253,4.397,11.591
2007,4,19,55,1.158,1.908,1.92,4.397,11.069
2007,4,19,56,1.103,1.341,1.987,4.497,10.561
2007,4,19,57,1.169,1.341,1.953,4.397,11.798
2007,4,19,58,1.18,1.375,1.82,4.431,12.035
2007,4,19,59,1.184,0.975,1.887,4.497,12.374
2007,4,20,0,1.166,2.575,1.92,4.364,10.571
2007,4,20,1,1.273,3.375,1.82,4.464,11.562
2007,4,20,2,1.383,3.308,1.82,4.897,13.022
2007,4,20,3,1.249,2.641,1.987,5.097,11.096
2007,4,20,4,1.256,2.908,1.087,4.997,11.937
2007,4,20,5,1.144,1.375,0.487,5.097,12.107
2007,4,20,6,1.196,1.408,0.687,5.031,12.809
2007,4,20,7,1.214,2.375,0.653,4.997,12.202
2007,4,20,8,1.071,0.575,0.687,5.064,11.52
2007,4,20,9,1.106,0.141,0.653,5.564,12.081
2007,4,20,10,1.072,0.108,0.687,5.631,11.435
2007,4,20,11,1.101,0.341,0.887,5.697,11.417
2007,4,20,12,1.152,1.308,1.72,5.664,10.512
2007,4,20,13,1.115,1.375,1.653,5.697,9.853
2007,4,20,14,1.123,1.308,1.72,5.664,10.022
2007,4,20,15,1.125,1.308,1.687,5.631,10.127
2007,4,20,16,1.069,0.275,1.753,5.664,10.117
2007,4,20,17,1.094,0.075,1.753,5.664,10.747
